AphiaID,Species,Phylum,Class,Order,Family,Genus
247077,Apseudopsis latreillii,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Apseudopsis
131065,Fimbriosthenelais minor,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Fimbriosthenelais
118956,Lekanesphaera monodi,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Lekanesphaera
102626,Nannonyx spinimanus,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Nannonyx
488957,Nototropis guttatus,Arthropoda,Malacostraca,Amphipoda,Atylidae,Nototropis
994123,Acromegalomma vesiculosum,Annelida,Polychaeta,Sabellida,Sabellidae,Acromegalomma
875379,Loripes orbiculatus,Mollusca,Bivalvia,Lucinida,Lucinidae,Loripes
157496,Neanthes acuminata,Annelida,Polychaeta,Phyllodocida,Nereididae,Neanthes
140075,Haminoea navicula,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,Haminoea
139602,Donax trunculus,Mollusca,Bivalvia,Cardiida,Donacidae,Donax
102440,Parajassa pelagica,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Parajassa
880874,Chondrochelia savignyi,Arthropoda,Malacostraca,Tanaidacea,Leptocheliidae,Chondrochelia
107561,Philocheras sculptus,Arthropoda,Malacostraca,Decapoda,Crangonidae,Philocheras
140282,Lucinella divaricata,Mollusca,Bivalvia,Lucinida,Lucinidae,Lucinella
148595,Echinogammarus obtusatus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus
607402,Hilbigneris gracilis,Annelida,Polychaeta,Eunicida,Lumbrineridae,Hilbigneris
107518,Hippolyte varians,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Hippolyte
101888,Ampelisca armoricana,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca
152274,Nucula turgida,Mollusca,Bivalvia,Nuculida,Nuculidae,Nucula
101923,Ampelisca sarsi,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca
338471,Malacoceros girardi,Annelida,Polychaeta,Spionida,Spionidae,Malacoceros
136253,NA,Arthropoda,Malacostraca,Tanaidacea,Tanaididae,Tanais
152451,Phyllodoce lamelligera,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce
130044,Schistomeringos neglecta,Annelida,Polychaeta,Eunicida,Dorvilleidae,Schistomeringos
110466,Cumopsis longipes,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Cumopsis
130406,Nereis rava,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis
130137,Goniada emerita,Annelida,Polychaeta,Phyllodocida,Goniadidae,Goniada
130114,Piromis eruca,Annelida,Polychaeta,Terebellida,Flabelligeridae,Piromis
101822,Caprella acanthifera,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella
100672,NA,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,NA
966,NA,Annelida,Polychaeta,Eunicida,Eunicidae,NA
118973,Sphaeroma serratum,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Sphaeroma
131119,Dipolydora giardi,Annelida,Polychaeta,Spionida,Spionidae,Dipolydora
131327,Odontosyllis fulgurans,Annelida,Polychaeta,Phyllodocida,Syllidae,Odontosyllis
118842,Conilera cylindracea,Arthropoda,Malacostraca,Isopoda,Cirolanidae,Conilera
138675,Acanthochitona crinita,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona
102041,Leptocheirus tricristatus,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Leptocheirus
130156,Gyptis propinqua,Annelida,Polychaeta,Phyllodocida,Hesionidae,Gyptis
445590,Adamsia palliata,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Adamsia
107215,Anapagurus chiroacanthus,Arthropoda,Malacostraca,Decapoda,Paguridae,Anapagurus
130907,Euchone rosea,Annelida,Polychaeta,Sabellida,Sabellidae,Euchone
141815,Jujubinus striatus,Mollusca,Gastropoda,Trochida,Trochidae,Jujubinus
138758,Aplysia punctata,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia
131324,Myrianida pinnigera,Annelida,Polychaeta,Phyllodocida,Syllidae,Myrianida
102630,Normanion quadrimanus,Arthropoda,Malacostraca,Amphipoda,Opisidae,Normanion
102379,Microprotopus longimanus,Arthropoda,Malacostraca,Amphipoda,Microprotopidae,Microprotopus
137914,NA,Mollusca,Gastropoda,Nudibranchia,Dorididae,Doris
102815,Maera grossimana,Arthropoda,Malacostraca,Amphipoda,Maeridae,Maera
849065,Bosemprella incarnata,Mollusca,Bivalvia,Cardiida,Tellinidae,Bosemprella
118467,Anthura gracilis,Arthropoda,Malacostraca,Isopoda,Anthuridae,Anthura
129854,Arabella iricolor,Annelida,Polychaeta,Eunicida,Oenonidae,Arabella
102984,Metaphoxus simplex,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Metaphoxus
107239,Pagurus prideaux,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus
742170,Leodice harassii,Annelida,Polychaeta,Eunicida,Eunicidae,Leodice
107327,Inachus dorsettensis,Arthropoda,Malacostraca,Decapoda,Inachidae,Inachus
139272,Mangelia costata,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Mangelia
136285,Apseudes talpa,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Apseudes
103674,Polyclinum aurantium,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Polyclinum
381057,Acanthocardia tuberculata,Mollusca,Bivalvia,Cardiida,Cardiidae,Acanthocardia
123985,Anseropoda placenta,Echinodermata,Asteroidea,Valvatida,Asterinidae,Anseropoda
107155,Galathea strigosa,Arthropoda,Malacostraca,Decapoda,Galatheidae,Galathea
131459,Syllis vittata,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis
141744,Trivia monacha,Mollusca,Gastropoda,Littorinimorpha,Triviidae,Trivia
101581,NA,Arthropoda,Malacostraca,Amphipoda,Liljeborgiidae,Idunella
108345,Processa nouveli,Arthropoda,Malacostraca,Decapoda,Processidae,Processa
153375,Facelina auriculata,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Facelina
141578,Gastrana fragilis,Mollusca,Bivalvia,Cardiida,Tellinidae,Gastrana
131416,Syllis atlantica,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis
118936,Cymodoce truncata,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Cymodoce
138120,NA,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Lepton
107338,Macropodia deflexa,Arthropoda,Malacostraca,Decapoda,Inachidae,Macropodia
130470,Onuphis eremita,Annelida,Polychaeta,Eunicida,Onuphidae,Onuphis
139805,Eulima glabra,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Eulima
130774,Harmothoe longisetis,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe
254497,Asterias amurensis,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias
129616,NA,Annelida,Polychaeta,Spionida,Spionidae,Microspio
101927,Ampelisca spinimana,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca
124685,Neopentadactyla mixta,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Neopentadactyla
182818,Eumida parva,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eumida
110391,NA,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Iphinoe
131067,Labioleanira yhleni,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Labioleanira
122314,NA,Nemertea,Pilidiophora,Heteronemertea,Lineidae,NA
196381,Antalis novemcostata,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Antalis
124647,Ocnus planci,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Ocnus
140736,Pharus legumen,Mollusca,Bivalvia,Adapedonta,Pharidae,Pharus
574582,Philine quadripartita,Mollusca,Gastropoda,Cephalaspidea,Philinidae,Philine
107468,Asthenognathus atlanticus,Arthropoda,Malacostraca,Decapoda,Varunidae,Asthenognathus
196380,Antalis vulgaris,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Antalis
130700,Pilargis verrucosa,Annelida,Polychaeta,Phyllodocida,Pilargidae,Pilargis
131242,Sternaspis scutata,Annelida,Polychaeta,Terebellida,Sternaspidae,Sternaspis
130460,Diopatra neapolitana,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra
130112,Pherusa monilifera,Annelida,Polychaeta,Terebellida,Flabelligeridae,Pherusa
138993,Acanthocardia paucicostata,Mollusca,Bivalvia,Cardiida,Cardiidae,Acanthocardia
130408,Perinereis cultrifera,Annelida,Polychaeta,Phyllodocida,Nereididae,Perinereis
334102,Neanthes nubila,Annelida,Polychaeta,Phyllodocida,Nereididae,Neanthes
107683,Processa edulis,Arthropoda,Malacostraca,Decapoda,Processidae,Processa
130677,Phyllodoce madeirensis,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce
119898,NA,Arthropoda,Malacostraca,Mysida,Mysidae,Praunus
136546,Tanais dulongii,Arthropoda,Malacostraca,Tanaidacea,Tanaididae,Tanais
141811,Jujubinus montagui,Mollusca,Gastropoda,Trochida,Trochidae,Jujubinus
130686,Pterocirrus macroceros,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Pterocirrus
102345,Iphimedia minuta,Arthropoda,Malacostraca,Amphipoda,Iphimediidae,Iphimedia
130623,Eulalia aurea,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia
131452,Syllis prolifera,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis
107154,Galathea squamifera,Arthropoda,Malacostraca,Decapoda,Galatheidae,Galathea
141291,Manzonia crassa,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Manzonia
130722,Alentia gelatinosa,Annelida,Polychaeta,Phyllodocida,Polynoidae,Alentia
140868,Gari costulata,Mollusca,Bivalvia,Cardiida,Psammobiidae,Gari
416615,Alvania beanii,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Alvania
410805,Capnea sanguinea,Cnidaria,Anthozoa,Actiniaria,Capneidae,Capnea
102605,Lysianassa ceratina,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,Lysianassa
138582,NA,Mollusca,Gastropoda,Littorinimorpha,Triviidae,Trivia
141454,Sepiola atlantica,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Sepiola
130882,Branchiomma lucullanum,Annelida,Polychaeta,Sabellida,Sabellidae,Branchiomma
140366,Epilepton clarkiae,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Epilepton
146116,NA,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Thyone
334444,Perinereis marionii,Annelida,Polychaeta,Phyllodocida,Nereididae,Perinereis
444382,Lophozozymus incisus,Arthropoda,Malacostraca,Decapoda,Xanthidae,Lophozozymus
100808,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia
120039,Heteromysis (Heteromysis) norvegica,Arthropoda,Malacostraca,Mysida,Mysidae,Heteromysis
130346,Inermonephtys inermis,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Inermonephtys
179650,Idunella picta,Arthropoda,Malacostraca,Amphipoda,Liljeborgiidae,Idunella
130158,Hesione splendida,Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesione
141917,Irus irus,Mollusca,Bivalvia,Venerida,Veneridae,Irus
490616,Apohyale prevostii,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Apohyale
140405,Ocenebra erinaceus,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocenebra
134599,Achelia echinata,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia
195972,Paraehlersia ferrugina,Annelida,Polychaeta,Phyllodocida,Syllidae,Paraehlersia
131467,Trypanosyllis zebra,Annelida,Polychaeta,Phyllodocida,Syllidae,Trypanosyllis
1039850,Steromphala umbilicalis,Mollusca,Gastropoda,Trochida,Trochidae,Steromphala
256988,Dynamene bidentata,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Dynamene
130008,Dorvillea rubrovittata,Annelida,Polychaeta,Eunicida,Dorvilleidae,Dorvillea
101931,Ampelisca toulemonti,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca
130071,Lysidice ninetta,Annelida,Polychaeta,Eunicida,Eunicidae,Lysidice
103853,Pyura tessellata,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura
130830,Polynoe scolopendrina,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polynoe
132324,Dysidea fragilis,Porifera,Demospongiae,Dictyoceratida,Dysideidae,Dysidea
129281,NA,Annelida,Polychaeta,Eunicida,Eunicidae,Marphysa
103524,NA,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura
141936,Venus verrucosa,Mollusca,Bivalvia,Venerida,Veneridae,Venus
131503,Neoamphitrite edwardsii,Annelida,Polychaeta,Terebellida,Terebellidae,Neoamphitrite
131834,NA,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona
123987,Asterina gibbosa,Echinodermata,Asteroidea,Valvatida,Asterinidae,Asterina
134311,Tethya aurantium,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya
238648,Syllis krohnii,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis
139623,Doris verrucosa,Mollusca,Gastropoda,Nudibranchia,Dorididae,Doris
100833,Urticina eques,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina
124645,Ocnus lacteus,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Ocnus
103724,Phallusia mammillata,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Phallusia
132219,Leucosolenia complicata,Porifera,Calcarea,Leucosolenida,Leucosoleniidae,Leucosolenia
124316,Paracentrotus lividus,Echinodermata,Echinoidea,Camarodonta,Parechinidae,Paracentrotus
107233,Pagurus carneus,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus
168587,Mycale (Carmia) macilenta,Porifera,Demospongiae,Poecilosclerida,Mycalidae,Mycale
130235,Lumbrineriopsis paradoxa,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineriopsis
754208,Idunella mollis,Arthropoda,Malacostraca,Amphipoda,Liljeborgiidae,Idunella
1389226,Cyrillia linearis,Mollusca,Gastropoda,Neogastropoda,Raphitomidae,Cyrillia
107152,Galathea nexa,Arthropoda,Malacostraca,Decapoda,Galatheidae,Galathea
141641,Tergipes tergipes,Mollusca,Gastropoda,Nudibranchia,Tergipedidae,Tergipes
132521,Bubaris vermiculata,Porifera,Demospongiae,Bubarida,Bubaridae,Bubaris
131933,NA,Porifera,Demospongiae,Poecilosclerida,Esperiopsidae,Amphilectus
139134,Cadlina laevis,Mollusca,Gastropoda,Nudibranchia,Cadlinidae,Cadlina
107241,Pagurus pubescentulus,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus
131906,NA,Porifera,Demospongiae,Poecilosclerida,Esperiopsidae,Esperiopsis
131676,NA,Porifera,Demospongiae,Suberitida,Suberitidae,NA
130800,Lepidonotus clava,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus
138752,Pododesmus squama,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus
140104,Hiatella rugosa,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Hiatella
148604,Apocorophium acutum,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Apocorophium
107274,Atelecyclus undecimdentatus,Arthropoda,Malacostraca,Decapoda,Atelecyclidae,Atelecyclus
191,NA,Mollusca,Gastropoda,Nudibranchia,Facelinidae,NA
132849,Haliclona (Gellius) rava,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona
130632,Eulalia ornata,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia
137997,NA,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Facelina
110550,Campylaspis legendrei,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspis
139379,Raphitoma purpurea,Mollusca,Gastropoda,Neogastropoda,Raphitomidae,Raphitoma
131071,Pelogenia arenosa,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Pelogenia
131289,Eusyllis assimilis,Annelida,Polychaeta,Phyllodocida,Syllidae,Eusyllis
129580,NA,Annelida,Polychaeta,Sabellida,Serpulidae,Serpula
131361,Proceraea aurantiaca,Annelida,Polychaeta,Phyllodocida,Syllidae,Proceraea
194,NA,Mollusca,Gastropoda,Nudibranchia,Tergipedidae,NA
130387,Neanthes fucata,Annelida,Polychaeta,Phyllodocida,Nereididae,Neanthes
333891,Lumbrineris japonica,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris
123803,Marthasterias glacialis,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Marthasterias
101926,Ampelisca spinifer,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca
102491,Sextonia longirostris,Arthropoda,Malacostraca,Amphipoda,Liljeborgiidae,Sextonia
136185,NA,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Apseudes
141700,Tricolia pullus,Mollusca,Gastropoda,Trochida,Phasianellidae,Tricolia
107559,Philocheras fasciatus,Arthropoda,Malacostraca,Decapoda,Crangonidae,Philocheras
102710,Perrierella audouiniana,Arthropoda,Malacostraca,Amphipoda,Aristiidae,Perrierella
107418,Pilumnus hirtellus,Arthropoda,Malacostraca,Decapoda,Pilumnidae,Pilumnus
129496,NA,Annelida,Polychaeta,Phyllodocida,Polynoidae,Lepidonotus
101723,NA,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Phoxocephalus
124467,Leptosynapta minuta,Echinodermata,Holothuroidea,Apodida,Synaptidae,Leptosynapta
535477,Perforatus perforatus,Arthropoda,Hexanauplia,Sessilia,Balanidae,Perforatus
131401,Streptosyllis varians,Annelida,Polychaeta,Phyllodocida,Syllidae,Streptosyllis
122817,Oerstedia dorsalis,Nemertea,Hoplonemertea,Monostilifera,Oerstediidae,Oerstedia
106118,NA,Arthropoda,Hexanauplia,Sessilia,Archaeobalanidae,Chirona
130878,Branchiomma bombyx,Annelida,Polychaeta,Sabellida,Sabellidae,Branchiomma
136080,Phascolosoma (Phascolosoma) granulatum,Sipuncula,Phascolosomatidea,Phascolosomatida,Phascolosomatidae,Phascolosoma
101016,Corynactis viridis,Cnidaria,Anthozoa,Corallimorpharia,Corallimorphidae,Corynactis
137954,NA,Mollusca,Gastropoda,Nudibranchia,Eubranchidae,Eubranchus
129652,NA,Annelida,Polychaeta,Phyllodocida,Syllidae,Eurysyllis
1262334,Pleonexes helleri,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Pleonexes
102009,Sunamphitoe pelagica,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Sunamphitoe
103056,Podocerus variegatus,Arthropoda,Malacostraca,Amphipoda,Podoceridae,Podocerus
605899,Serratina serrata,Mollusca,Bivalvia,Cardiida,Tellinidae,Serratina
141864,Haedropleura septangularis,Mollusca,Gastropoda,Neogastropoda,Horaiclavidae,Haedropleura
107313,Achaeus cranchii,Arthropoda,Malacostraca,Decapoda,Inachidae,Achaeus
181228,Doris pseudoargus,Mollusca,Gastropoda,Nudibranchia,Dorididae,Doris
124672,Thyone inermis,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,Thyone
132833,Haliclona (Haliclona) oculata,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona
134285,Suberites ficus,Porifera,Demospongiae,Suberitida,Suberitidae,Suberites
132172,Aphroceras ensata,Porifera,Calcarea,Leucosolenida,Grantiidae,Aphroceras
100946,Calliactis parasitica,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Calliactis
134057,Pachymatisma johnstonia,Porifera,Demospongiae,Tetractinellida,Geodiidae,Pachymatisma
131390,Sphaerosyllis ovigera,Annelida,Polychaeta,Phyllodocida,Syllidae,Sphaerosyllis
131706,NA,Porifera,Calcarea,Baerida,Baeriidae,Leuconia
119000,Gnathia vorax,Arthropoda,Malacostraca,Isopoda,Gnathiidae,Gnathia
129660,NA,Annelida,Polychaeta,Phyllodocida,Syllidae,Odontosyllis
139085,Cerithiopsis tubercularis,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiopsidae,Cerithiopsis
130380,Micronereis variegata,Annelida,Polychaeta,Phyllodocida,Nereididae,Micronereis
129791,Auchenoplax crinita,Annelida,Polychaeta,Terebellida,Ampharetidae,Auchenoplax
106789,NA,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA
102141,Tritaeta gibbosa,Arthropoda,Malacostraca,Amphipoda,Dexaminidae,Tritaeta
130777,Harmothoe pagenstecheri,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe
107160,Munida rugosa,Arthropoda,Malacostraca,Decapoda,Munididae,Munida
139631,Doto coronata,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto
146999,Ligia oceanica,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia
140869,Gari depressa,Mollusca,Bivalvia,Cardiida,Psammobiidae,Gari
130755,Harmothoe areolata,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe
103484,NA,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidiella
140407,Ocinebrina aciculata,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocinebrina
130619,Eteone suecica,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eteone
146905,Epitonium clathrus,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium
107398,Necora puber,Arthropoda,Malacostraca,Decapoda,Polybiidae,Necora
181084,Bela powisiana,Mollusca,Gastropoda,Neogastropoda,Mangeliidae,Bela
131544,Thelepus setosus,Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus
140350,Donacilla cornea,Mollusca,Bivalvia,Venerida,Mesodesmatidae,Donacilla
107386,Liocarcinus corrugatus,Arthropoda,Malacostraca,Decapoda,Polybiidae,Liocarcinus
138880,Chauvetia brunnea,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Chauvetia
138843,Barleeia unifasciata,Mollusca,Gastropoda,Littorinimorpha,Barleeiidae,Barleeia
141807,Jujubinus exasperatus,Mollusca,Gastropoda,Trochida,Trochidae,Jujubinus
131456,Syllis torquata,Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis
102342,Iphimedia eblanae,Arthropoda,Malacostraca,Amphipoda,Iphimediidae,Iphimedia
107237,Pagurus forbesii,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus
129645,NA,Annelida,Polychaeta,Phyllodocida,Syllidae,Amblyosyllis
101535,NA,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus
137897,NA,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Discodoris
140059,Haliotis tuberculata,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis
150225,Amphilectus fucorum,Porifera,Demospongiae,Poecilosclerida,Esperiopsidae,Amphilectus
131535,Polycirrus tenuisetis,Annelida,Polychaeta,Terebellida,Terebellidae,Polycirrus
761606,Opisthodonta longocirrata,Annelida,Polychaeta,Phyllodocida,Syllidae,Opisthodonta
100815,Aulactinia verrucosa,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Aulactinia
137943,NA,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium
141358,Rissoa lilacina,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa
100947,Cataphellia brodricii,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Cataphellia
129301,NA,Annelida,Polychaeta,Phyllodocida,Goniadidae,Goniadella
140074,Haminoea hydatis,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,Haminoea
141543,Solecurtus scopula,Mollusca,Bivalvia,Cardiida,Solecurtidae,Solecurtus
102439,Microjassa cumbrensis,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Microjassa
876588,Phascoliophila phascolionis,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Phascoliophila
130636,Eulalia tripunctata,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia
107333,Inachus phalangium,Arthropoda,Malacostraca,Decapoda,Inachidae,Inachus
102000,Ampithoe ramondi,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe
107455,Pachygrapsus marmoratus,Arthropoda,Malacostraca,Decapoda,Grapsidae,Pachygrapsus
103220,Talitrus saltator,Arthropoda,Malacostraca,Amphipoda,Talitridae,Talitrus
137906,NA,Mollusca,Bivalvia,Cardiida,Donacidae,Donax
236548,Deshayesorchestia deshayesii,Arthropoda,Malacostraca,Amphipoda,Talitridae,Deshayesorchestia
107741,Upogebia pusilla,Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia
505946,Arcuatula senhousia,Mollusca,Bivalvia,Mytilida,Mytilidae,Arcuatula
137613,NA,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona
141438,Abra segmentum,Mollusca,Bivalvia,Cardiida,Semelidae,Abra
100987,Cereus pedunculatus,Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Cereus
101995,Ampithoe gammaroides,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,Ampithoe
876816,Tritia neritea,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia
836033,Magallana gigas,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana
129398,NA,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra
560033,Spirobranchus lamarcki,Annelida,Polychaeta,Sabellida,Serpulidae,Spirobranchus
325958,NA,Annelida,Polychaeta,Sabellida,Sabellidae,Parasabella
226375,Siriella clausii,Arthropoda,Malacostraca,Mysida,Mysidae,Siriella
196375,Antalis dentalis,Mollusca,Scaphopoda,Dentaliida,Dentaliidae,Antalis
129404,NA,Annelida,Polychaeta,Eunicida,Onuphidae,Onuphis
120019,Gastrosaccus sanctus,Arthropoda,Malacostraca,Mysida,Mysidae,Gastrosaccus
118426,NA,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Cymodoce
530934,Parasabella saxicola,Annelida,Polychaeta,Sabellida,Sabellidae,Parasabella
118431,NA,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Lekanesphaera
106772,NA,Arthropoda,Malacostraca,Decapoda,Grapsidae,NA
107196,Clibanarius erythropus,Arthropoda,Malacostraca,Decapoda,Diogenidae,Clibanarius
129609,NA,Annelida,Polychaeta,Spionida,Spionidae,Boccardia
152220,Donax variegatus,Mollusca,Bivalvia,Cardiida,Donacidae,Donax
102280,Gammarus insensibilis,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus
140297,Mactra glauca,Mollusca,Bivalvia,Venerida,Mactridae,Mactra
107615,Palaemon longirostris,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon
130988,Ficopomatus enigmaticus,Annelida,Polychaeta,Sabellida,Serpulidae,Ficopomatus
578702,Ocinebrellus inornatus,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ocinebrellus
181580,Corbicula fluminea,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula
107511,Hippolyte inermis,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Hippolyte
140162,Pseudopythina macandrewi,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Pseudopythina
101679,NA,Arthropoda,Malacostraca,Amphipoda,Melitidae,Melita
130597,Petta pusilla,Annelida,Polychaeta,Terebellida,Pectinariidae,Petta
110461,Iphinoe tenella,Arthropoda,Malacostraca,Cumacea,Bodotriidae,Iphinoe
137779,NA,Mollusca,Polyplacophora,Chitonida,Chitonidae,Chiton
129381,NA,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis
